latitude,longitude,project,city,state,priinvest,pubinvest,totinvest,jobs,tech,company_name,category,public,private
40.26,-76.88,IRA Section 50121 Home Energy Whole House Rebates,,Pennsylvania,0,2500000,2500000,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No
40.26,-76.88,IRA Section 50121 Home Energy Whole House Rebates,,Pennsylvania,0,2500000,2500000,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No
40.26,-76.88,IRA Section 50122A High Efficiency Rebate Program States,,Pennsylvania,0,2500000,2500000,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No
40.28,-74.5,Iotecha,Cranberry,New Jersey,0,0,0,0,Electric Vehicles,Iotecha,All - Manufacturing,No,Yes
40.28,-78.9,CAB Solar,Johnstown,Pennsylvania,0,0,0,0,Solar,CAB Solar,All - Manufacturing,No,Yes
40.28,-83.59,Honda,East Liberty,Ohio,300000000,0,300000000,120,Electric Vehicles,Honda,All - Manufacturing,No,Yes
40.28,-83.5,Honda,Marysville,Ohio,300000000,0,300000000,120,Electric Vehicles,Honda,All - Manufacturing,No,Yes
40.28,-86,IRH Manufacturing LLC,Tipton,Indiana,500000000,0,500000000,700,Solar,IRH Manufacturing LLC,All - Manufacturing,No,Yes
40.28,-84.2,Semcorp Advanced Materials Group,Sidney,Ohio,916000000,0,916000000,1200,Batteries,Semcorp Advanced Materials Group,All - Manufacturing,No,Yes
40.29,-80.59,JSW Steel USA,Mingo Junction,Ohio,145000000,0,145000000,0,Offshore Wind,JSW Steel USA,All - Manufacturing,No,Yes
40.29,-83.09,Sam Dong,Delaware,Ohio,0,0,0,25,Electric Vehicles,Sam Dong,All - Manufacturing,No,Yes
40.29,-111.69,Energy Efficiency and Conservation Block Grant Program,,Utah,0,150350,150350,0,Other,"Orem, City of",All,Yes,No
40.31,-75.12,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,404580,404580,0,Other,"Bucks, The County of",All,Yes,No
40.34,-75.92,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,324850,324850,0,Other,"Berks, County Of",All,Yes,No
40.34,-75.92,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,145490,145490,0,Other,CITY OF READING,All,Yes,No
40.39,-111.8,Lion Energy,American Fork,Utah,0,0,0,0,Batteries,Lion Energy,All - Manufacturing,No,Yes
40.39,-105.09,Lightning eMotors,Loveland,Colorado,5000000,0,5000000,0,Electric Vehicles,Lightning eMotors,All - Manufacturing,No,Yes
40.39,-80.5,6K Energy,Burgettstown,Pennsylvania,0,0,0,35,Batteries,6K Energy,All - Manufacturing,No,Yes
40.39,-84.2,Honda,Anna,Ohio,100000000,0,100000000,60,Electric Vehicles,Honda,All - Manufacturing,No,Yes
40.39,-79.79,Eos Energy Enterprises,Turtle Creek,Pennsylvania,25000000,0,25000000,125,Batteries,Eos Energy Enterprises,All - Manufacturing,No,Yes
40.39,-104.8,Vestas,Windsor,Colorado,20000000,0,20000000,500,Land-Based Wind,Vestas,All - Manufacturing,No,Yes
40.39,-80.59,Form Energy,Weirton,West Virginia,910000000,0,910000000,750,Batteries,Form Energy,All - Manufacturing,No,Yes
40.41,-80.58,Battery Manufacturing and Recycling Grants,,West Virginia,0,150000000,150000000,0,Batteries,"FORM FACTORY 1, LLC",All - Manufacturing,Yes,No
40.41,-104.7,Energy Efficiency and Conservation Block Grant Program,,Colorado,0,158860,158860,0,Other,CITY OF GREELEY,All,Yes,No
40.44,-80,Smart Grid Investment Matching Grants Program,,Pennsylvania,0,19712338,19712338,0,Grid,DUQUESNE LIGHT COMPANY,All,Yes,No
40.44,-80,Advanced Energy Manufacturing and Recycling Grant,,Pennsylvania,0,19974887,19974887,0,Other,COREPOWER MAGNETICS INC,All - Manufacturing,Yes,No
40.44,-80,"Clean Hydrogen Manufacturing Recycling Research, Development, and Demonstration Program",,North Carolina,0,9448096,9448096,0,Hydrogen,"Saueressig North America, Inc.",All - Manufacturing,Yes,No
40.44,-80,State Manufacturing Leadership,,Pennsylvania,0,2000000,2000000,0,Other,DEPARTMENT OF COMMUNITY & ECONOMIC DEVELOPMENT PENNSYLVANIA,All - Manufacturing,Yes,No
40.44,-80,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,337960,337960,0,Other,Office of the Mayor,All,Yes,No
40.44,-80,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,751200,751200,0,Other,COUNTY OF ALLEGHENY,All,Yes,No
40.48,-86.13,Advanced Industrial Facilities Deployment Program,,Pennsylvania,0,75000000,75000000,0,Other,CLEVELAND-CLIFFS STEEL CORPORATION,All - Manufacturing,Yes,No
40.48,-74.44,Grants for Updating Building Energy Codes,,New Jersey,0,3200000,3200000,0,Other,"Rutgers, The State University",All,Yes,No
40.48,-86.13,Advanced Technology Vehicles Manufacturing Loans,,Indiana,0,6852439000,6852439000,0,Batteries,STARPLUS ENERGY LLC,All - Manufacturing,Yes,No
40.49,-79.95,Westinghouse,Etna,Pennsylvania,22000000,0,22000000,40,Nuclear,Westinghouse,All - Manufacturing,No,Yes
40.5,-112.3,Fluence Energy,Tooele,Utah,0,0,0,0,Batteries,Fluence Energy,All - Manufacturing,No,Yes
40.5,-104.9,Microvast,Windsor,Colorado,0,0,0,0,Batteries,Microvast,All - Manufacturing,No,Yes
40.5,-89.09,Rivian,Normal,Illinois,0,0,0,0,Batteries,Rivian,All - Manufacturing,No,Yes
40.5,-86.09,SungEel HiTech,,Indiana,0,0,0,0,Batteries,SungEel HiTech,All - Manufacturing,No,Yes
40.5,-79.9,Stratus Materials,Pittsburgh,Pennsylvania,0,0,0,0,Batteries,Stratus Materials,All - Manufacturing,No,Yes
40.5,-112.09,Rio Tinto,Copperton,Utah,498000000,0,498000000,0,Batteries,Rio Tinto,All - Manufacturing,No,Yes
40.5,-89.09,Rivian,Normal,Illinois,50000000,0,50000000,0,Electric Vehicles,Rivian,All - Manufacturing,No,Yes
40.5,-74.2,Arthur Kill terminal,Staten Island,New York,48000000,0,48000000,0,Offshore Wind,Arthur Kill terminal,All - Manufacturing,No,Yes
40.5,-78.79,CAB Solar,Ebensburg,Pennsylvania,0,0,0,0,Solar,CAB Solar,All - Manufacturing,No,Yes
40.5,-86.09,Soulbrain MI,Kokomo,Indiana,75000000,0,75000000,75,Batteries,Soulbrain MI,All - Manufacturing,No,Yes
40.5,-75.59,Volvo Trucks,Macungie,Pennsylvania,69000000,0,69000000,98,Electric Vehicles,Volvo Trucks,All - Manufacturing,No,Yes
40.5,-86.09,Jaewon Industrial,Kokomo,Indiana,102000000,0,102000000,100,Batteries,Jaewon Industrial,All - Manufacturing,No,Yes
40.5,-74.2,Invenergy O&M Facility,Port Reading,New Jersey,79000000,0,79000000,100,Offshore Wind,Invenergy O&M Facility,All - Manufacturing,No,Yes
40.5,-81.4,Battle Motors,New Philadelphia,Ohio,32000000,0,32000000,200,Electric Vehicles,Battle Motors,All - Manufacturing,No,Yes
40.5,-86.09,Sangsin Indiana,Kokomo,Indiana,26000000,0,26000000,217,Batteries,Sangsin Indiana,All - Manufacturing,No,Yes
40.5,-85.7,ReElement,Marion,Indiana,30000000,0,30000000,250,Batteries,ReElement,All - Manufacturing,No,Yes
40.5,-89.09,Rivian,Normal,Illinois,1500000000,0,1500000000,550,Electric Vehicles,Rivian,All - Manufacturing,No,Yes
40.5,-89.09,Rivian,Normal,Illinois,0,0,0,800,Electric Vehicles,Rivian,All - Manufacturing,No,Yes
40.5,-86.09,Stellantis,Kokomo,Indiana,405000000,0,405000000,850,Electric Vehicles,Stellantis,All - Manufacturing,No,Yes
40.5,-86.09,"StarPlus (Samsung SDI, Stellantis)",Kokomo,Indiana,2500000000,0,2500000000,1400,Batteries,"StarPlus (Samsung SDI, Stellantis)",All - Manufacturing,No,Yes
40.5,-86.09,"StarPlus (Samsung SDI, Stellantis)",Kokomo,Indiana,3200000000,0,3200000000,1400,Batteries,"StarPlus (Samsung SDI, Stellantis)",All - Manufacturing,No,Yes
40.51,-80.16,Advanced Energy Manufacturing and Recycling Grant,,Pennsylvania,0,87070493,87070493,0,Other,"Mainspring Energy, Inc.",All - Manufacturing,Yes,No
40.52,-74.39,Renewable Energy Systems,,New Jersey,0,277497000,277497000,0,Batteries,"EOS ENERGY ENTERPRISES, INC.",All - Manufacturing,Yes,No
40.56,-79.96,Clean Hydrogen Electrolysis Program,,Pennsylvania,0,6059162,6059162,0,Hydrogen,"PPG INDUSTRIES, INC.",All,Yes,No
40.56,-111.96,Energy Efficiency and Conservation Block Grant Program,,Utah,0,132100,132100,0,Other,CITY OF SOUTH JORDAN,All,Yes,No
40.56,-105.08,Grants for Updating Building Energy Codes,,Colorado,0,693595,693595,0,Other,CITY OF FORT COLLINS,All,Yes,No
40.6,-91.29,SGRE,Fort Madison,Iowa,0,0,0,0,Land-Based Wind,SGRE,All - Manufacturing,No,Yes
40.6,-74,South Brooklyn Marine Terminal,Brooklyn,New York,25000000,0,25000000,0,Offshore Wind,South Brooklyn Marine Terminal,All - Manufacturing,No,Yes
40.6,-80.2,BCI Steel (Nextracker),Leetsdale,Pennsylvania,0,0,0,0,Solar,BCI Steel (Nextracker),All - Manufacturing,No,Yes
40.6,-80.2,BCI Steel (Nextracker),Leetsdale,Pennsylvania,0,0,0,0,Solar,BCI Steel (Nextracker),All - Manufacturing,No,Yes
40.6,-79.79,Re:Build Manufacturing,New Kensington,Pennsylvania,0,0,0,0,Solar,Re:Build Manufacturing,All - Manufacturing,No,Yes
40.6,-112.5,Powin,Grantsville,Utah,10000000,0,10000000,155,Batteries,Powin,All - Manufacturing,No,Yes
40.6,-81.5,Schaeffler,Dover,Ohio,234000000,0,234000000,450,Electric Vehicles,Schaeffler,All - Manufacturing,No,Yes
40.6,-74,South Brooklyn Marine Terminal,Brooklyn,New York,861000000,0,861000000,1000,Offshore Wind,South Brooklyn Marine Terminal,All - Manufacturing,No,Yes
40.6,-75.48,Smart Grid Investment Matching Grants Program,,Pennsylvania,0,49355213,49355213,0,Grid,PPL Electric Utilities Corporation,All,Yes,No
40.62,-75.37,Industrial Research and Assessment Centers,,Pennsylvania,0,3750000,3750000,0,Other,LEHIGH UNIVERSITY,All - Manufacturing,Yes,No
40.68,-73.37,Energy Efficiency and Conservation Block Grant Program,,New York,0,235330,235330,0,Other,TOWN OF BABYLON,All,Yes,No
40.69,-80.11,Energy Storage Demonstration Pilot Grant Program,,Alaska,0,50000000,50000000,0,Grid,WESTINGHOUSE ELECTRIC COMPANY LLC,All,Yes,No
40.7,-75.29,Coherent,Easton,Pennsylvania,0,0,0,0,Electric Vehicles,Coherent,All - Manufacturing,No,Yes
40.7,-112,Energate (AE Solar),West Valley,Utah,0,0,0,0,Solar,Energate (AE Solar),All - Manufacturing,No,Yes
40.7,-112,WAVE,Salt Lake City,Utah,0,0,0,42,Electric Vehicles,WAVE,All - Manufacturing,No,Yes
40.7,-84.09,Pegasus Specialty Vehicles,Lima,Ohio,30000000,0,30000000,50,Electric Vehicles,Pegasus Specialty Vehicles,All - Manufacturing,No,Yes
40.7,-112.08,Advanced Energy Manufacturing and Recycling Grant,,Utah,0,52636012,52636012,0,Other,"TERRA CO2 TECHNOLOGY HOLDINGS, INC",All - Manufacturing,Yes,No
40.7,-74,"Clean Hydrogen Manufacturing Recycling Research, Development, and Demonstration Program",,New York,0,28195948,28195948,0,Hydrogen,Plug Power Inc,All - Manufacturing,Yes,No
40.7,-74,"Clean Hydrogen Manufacturing Recycling Research, Development, and Demonstration Program",,New York,0,36525625,36525625,0,Hydrogen,AMERICAN INSTITUTE OF CHEMICAL ENGINEERS,All - Manufacturing,Yes,No
40.7,-74,1706 Energy Infrastructure Reinvestment,,New York,0,559385000,559385000,0,Other,Convergent Ashford Borrower LLC,All,Yes,No
40.7,-74,Clean Hydrogen Electrolysis Program,,New York,0,42681706,42681706,0,Hydrogen,Plug Power Inc,All,Yes,No
40.7,-74,Clean Hydrogen Electrolysis Program,,New York,0,3600000,3600000,0,Hydrogen,ECOLECTRO INC,All,Yes,No
40.7,-74,Energy Efficiency and Conservation Block Grant Program,,New York,0,6875730,6875730,0,Other,NEW YORK CITY OFFICE OF MANAGEMENT & BUDGET,All,Yes,No
40.7,-73.61,Energy Efficiency and Conservation Block Grant Program,,New York,0,649790,649790,0,Other,"HEMPSTEAD, TOWN OF",All,Yes,No
40.75,-111.88,Smart Grid Investment Matching Grants Program,,Utah,0,49951103,49951103,0,Grid,PACIFICORP,All,Yes,No
40.75,-111.88,Clean Hydrogen Electrolysis Program,,Utah,0,2600196,2600196,0,Hydrogen,CHEMTRONERGY LLC,All,Yes,No
40.75,-111.88,Energy Efficiency and Conservation Block Grant Program,,Utah,0,1811730,1811730,0,Other,Utah Governors Office Of Energy Development,All,Yes,No
40.75,-73.19,Energy Efficiency and Conservation Block Grant Program,,New York,0,328290,328290,0,Other,TOWN OF ISLIP,All,Yes,No
40.75,-111.88,Grants for Updating Building Energy Codes,,Utah,0,2600000,2600000,0,Other,"Utah Clean Energy Alliance, Inc.",All,Yes,No
40.75,-111.88,IRA Section 50121 Home Energy Whole House Rebates,,Utah,0,1267455,1267455,0,Other,Utah Governors Office Of Energy Development,All,Yes,No
40.75,-111.88,IRA Section 50122A High Efficiency Rebate Program States,,Utah,0,1260076,1260076,0,Other,Utah Governors Office Of Energy Development,All,Yes,No
40.75,-111.88,State Energy Program Grants,,Utah,0,4894230,4894230,0,Other,Utah Governors Office Of Energy Development,All,Yes,No
40.75,-111.88,Weatherization Assistance Program,,Utah,0,21690473,21690473,0,Other,Utah Department Of Workforce Services,All,Yes,No
40.78,-83.59,Pegasus Specialty Vehicles,Dunkirk,Ohio,0,0,0,0,Electric Vehicles,Pegasus Specialty Vehicles,All - Manufacturing,No,Yes
40.78,-73.09,Unique Energy Solutions,Holbrook,New York,0,0,0,0,Electric Vehicles,Unique Energy Solutions,All - Manufacturing,No,Yes
40.78,-124.09,US DOT Maritime Administration - PDIP,Eureka,California,9000000,0,9000000,0,Offshore Wind,US DOT Maritime Administration - PDIP,All - Manufacturing,No,Yes
40.78,-124.09,Port of Humboldt,Eureka,California,11000000,0,11000000,0,Offshore Wind,Port of Humboldt,All - Manufacturing,No,Yes
40.78,-124.09,US DOT INFRA program,Eureka,California,427000000,0,427000000,0,Offshore Wind,US DOT INFRA program,All - Manufacturing,No,Yes
40.78,-112.09,Revkor/H2 Gemini,Salt Lake City,Utah,0,0,0,0,Solar,Revkor/H2 Gemini,All - Manufacturing,No,Yes
40.8,-96.67,Energy Efficiency and Conservation Block Grant Program,,Nebraska,0,76020,76020,0,Other,"Lancaster, County Of",All,Yes,No
40.8,-96.67,Energy Efficiency and Conservation Block Grant Program,,Nebraska,0,1779420,1779420,0,Other,Nebraska Department of Environment and Energy,All,Yes,No
40.8,-96.67,Energy Efficiency and Conservation Block Grant Program,,Nebraska,0,300090,300090,0,Other,"Lincoln, City Of",All,Yes,No
40.8,-96.67,Energy Efficiency Revolving Loan Fund Capitalization Grant Program,,Nebraska,0,5857790,5857790,0,Other,Nebraska Department of Environment and Energy,All,Yes,No
40.8,-81.37,Grants for EE and RE Improvements at Public School Facilities,,Ohio,0,11250000,11250000,0,Other,CANTON CITY SCHOOL DISTRICT,All,Yes,No
40.8,-96.67,IRA Section 50121 Home Energy Whole House Rebates,,Nebraska,0,1145342,1145342,0,Other,Nebraska Department of Environment and Energy,All,Yes,No
40.8,-96.67,IRA Section 50122A High Efficiency Rebate Program States,,Nebraska,0,1138678,1138678,0,Other,Nebraska Department of Environment and Energy,All,Yes,No
40.8,-96.67,IRA Section 50123 State Based Contractor Training,,Nebraska,0,1614510,1614510,0,Other,Nebraska Department of Environment and Energy,All,Yes,No
40.8,-96.67,State Energy Program Grants,,North Dakota,0,4603380,4603380,0,Other,Nebraska Department of Environment and Energy,All,Yes,No
40.8,-96.67,Weatherization Assistance Program,,Nebraska,0,24527380,24527380,0,Other,Nebraska Department of Environment and Energy,All,Yes,No
40.83,-115.76,Current and Former Mine Land Clean Energy Demos,,Nevada,0,95000000,95000000,0,Other,NEVADA GOLD MINES LLC,All,Yes,No
40.84,-111.9,Clean Hydrogen Electrolysis Program,,Utah,0,34274698,34274698,0,Hydrogen,OXEON ENERGY LLC,All,Yes,No
40.88,-74.04,Energy Efficiency and Conservation Block Grant Program,,New Jersey,0,695630,695630,0,Other,"Bergen, County of",All,Yes,No
40.9,-73.78,Advanced Energy Manufacturing and Recycling Grant,,New York,0,37117830,37117830,0,Other,"URBAN MINING INDUSTRIES, LLC",All - Manufacturing,Yes,No
40.91,-111.39,Energy Efficiency and Conservation Block Grant Program,,Utah,0,76520,76520,0,Other,"Summit, County of",All,Yes,No
40.98,-111.89,Energy Efficiency and Conservation Block Grant Program,,Utah,0,248800,248800,0,Other,"Davis, County of",All,Yes,No
41,-84,Endera Motors,Ottawa,Ohio,0,0,0,0,Electric Vehicles,Endera Motors,All - Manufacturing,No,Yes
41.06,-74.01,Long Duration Demonstration Joint Initiative,,New York,0,6500000,6500000,0,Grid,URBAN ELECTRIC POWER INCORPORATED,All,Yes,No
41.07,-81.51,Energy Improvement in Rural and Remote Areas,,West Virginia,0,5000000,5000000,0,Other,MONONGAHELA POWER COMPANY,All,Yes,No
41.08,-85.13,Battery and Critical Mineral Recycling - State and Local Programs,,Indiana,0,869339,869339,0,Batteries,COUNTY OF ALLEN,All,Yes,No
41.1,-74,Urban Electric Power,Pearl River,New York,0,0,0,0,Batteries,Urban Electric Power,All - Manufacturing,No,Yes
41.1,-73.2,Port of Bridgeport,Bridgeport,Connecticut,11000000,0,11000000,0,Offshore Wind,Port of Bridgeport,All - Manufacturing,No,Yes
41.14,-104.8,Energy Efficiency and Conservation Block Grant Program,,Wyoming,0,1617080,1617080,0,Other,Wyoming Energy Authority,All,Yes,No
41.14,-104.8,Energy Efficiency and Conservation Block Grant Program,,Wyoming,0,125720,125720,0,Other,"CHEYENNE, CITY OF",All,Yes,No
41.14,-104.8,Energy Efficiency Revolving Loan Fund Capitalization Grant Program,,Wyoming,0,4685910,4685910,0,Other,Wyoming Energy Authority,All,Yes,No
41.14,-104.8,IRA Section 50123 State Based Contractor Training,,Wyoming,0,1192070,1192070,0,Other,Wyoming Energy Authority,All,Yes,No
41.14,-104.8,State Energy Program Grants,,Wyoming,0,3507280,3507280,0,Other,Wyoming Energy Authority,All,Yes,No
41.14,-104.8,Weatherization Assistance Program,,Wyoming,0,7010926,7010926,0,Other,"Family Services, Wyoming Department of",All,Yes,No
41.15,-96.04,Energy Efficiency and Conservation Block Grant Program,,Nebraska,0,78430,78430,0,Other,"Sarpy, County of",All,Yes,No
41.2,-80.9,Enchem,Lordstown,Ohio,0,0,0,0,Batteries,Enchem,All - Manufacturing,No,Yes
41.2,-73.2,Coast Line Transfers,Bridgeport,Connecticut,0,0,0,0,Offshore Wind,Coast Line Transfers,All - Manufacturing,No,Yes
41.2,-85.7,OMCO Solar,Pierceton,Indiana,5000000,0,5000000,0,Solar,OMCO Solar,All - Manufacturing,No,Yes
41.2,-80.9,Li-Cycle,Warren,Ohio,0,0,0,35,Batteries,Li-Cycle,All - Manufacturing,No,Yes
41.2,-80.79,Graphite One,Niles,Ohio,435000000,0,435000000,160,Batteries,Graphite One,All - Manufacturing,No,Yes
41.2,-73.2,Nanoramic Laboratories,Bridgeport,Connecticut,48000000,0,48000000,200,Batteries,Nanoramic Laboratories,All - Manufacturing,No,Yes
41.2,-87.9,Gotion,Manteno,Illinois,2000000000,0,2000000000,2600,Batteries,Gotion,All - Manufacturing,No,Yes
41.2,-73.73,Energy Efficiency Materials Pilot Program,,New York,0,5648666,5648666,0,Other,"SUSTAINABLE WESTCHESTER, INC.",All,Yes,No
41.22,-111.96,Industrial Research and Assessment Centers,,Utah,0,550000,550000,0,Other,WEBER STATE UNIVERSITY,All - Manufacturing,Yes,No
41.24,-75.87,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,287780,287780,0,Other,COUNTY OF LUZERNE,All,Yes,No
41.28,-73.09,Quench Chargers,Shelton,Connecticut,0,0,0,0,Electric Vehicles,Quench Chargers,All - Manufacturing,No,Yes
41.28,-85.9,OMCO Solar,Warsaw,Indiana,0,0,0,0,Solar,OMCO Solar,All - Manufacturing,No,Yes
41.39,-83.7,Ice Industries,Bowling Green,Ohio,9000000,0,9000000,96,Solar,Ice Industries,All - Manufacturing,No,Yes
41.45,-72.82,Clean Hydrogen Electrolysis Program,,Connecticut,0,49550000,49550000,0,Hydrogen,PROTON ENERGY SYSTEMS INC,All,Yes,No
41.45,-72.82,Clean Hydrogen Electrolysis Program,,Connecticut,0,4900000,4900000,0,Hydrogen,PROTON ENERGY SYSTEMS INC,All,Yes,No
41.46,-83.31,Kairos Power and Materion Corporation,Elmore,Ohio,0,0,0,0,Nuclear,Kairos Power and Materion Corporation,All - Manufacturing,No,Yes
41.48,-81.66,Energy Efficiency and Conservation Block Grant Program,,Ohio,0,557250,557250,0,Other,CUYAHOGA COUNTY,All,Yes,No
41.5,-71.4,WindServe Marine,North Kingstown,Rhode Island,0,0,0,0,Offshore Wind,WindServe Marine,All - Manufacturing,No,Yes
41.5,-71.4,"WindServe Marine, Orsted, Senesco",North Kingstown,Rhode Island,0,0,0,0,Offshore Wind,"WindServe Marine, Orsted, Senesco",All - Manufacturing,No,Yes
41.5,-71.4,Quonset State Airport,North Kingston,Rhode Island,2000000,0,2000000,0,Offshore Wind,Quonset State Airport,All - Manufacturing,No,Yes
41.5,-73.2,JuiceBar,Southbury,Connecticut,0,0,0,100,Electric Vehicles,JuiceBar,All - Manufacturing,No,Yes
41.5,-80.2,Vitro Glass,Cochranton,Pennsylvania,180000000,0,180000000,130,Solar,Vitro Glass,All - Manufacturing,No,Yes
41.5,-88.2,Lion Electric,Channahon,Illinois,70000000,0,70000000,745,Electric Vehicles,Lion Electric,All - Manufacturing,No,Yes
41.5,-82.09,Ford,Avon Lake,Ohio,1500000000,0,1500000000,1800,Electric Vehicles,Ford,All - Manufacturing,No,Yes
41.56,-87.72,Grants for Updating Building Energy Codes,,"Washington, D.C.",0,2561075,2561075,0,Other,"INTERNATIONAL CODE COUNCIL, INC.",All,Yes,No
41.59,-93.62,State Manufacturing Leadership,,Iowa,0,2000000,2000000,0,Other,"Economic Development Authority, Iowa",All - Manufacturing,Yes,No
41.59,-93.62,Energy Efficiency and Conservation Block Grant Program,,Iowa,0,2004050,2004050,0,Other,"Economic Development Authority, Iowa",All,Yes,No
